#,Date Time,PM10,PM2_5,NO2,NO,NOx,CO,SO2,O3,Temp,Do_Am,TocDo_Gio,Luong_Mua,Huong_Gio,Pressure,Buc_Xa
1,25/11/2020 09:00,125.77,65.86,35.67,26.65,76.4,"3,042.50",2.56,1.24,24,75.1,0.2,0,130,"1,017.90",121.6
2,25/11/2020 08:00,118.95,58.44,25.68,15.4,49.22,"1,989.10",1.78,1.09,23.3,77.2,0.2,0,123,"1,017.50",21.8
3,25/11/2020 07:00,84.19,48.74,23.5,14.78,46.08,"1,651.00",1.16,1.66,22.9,78.3,0.2,0,116,"1,016.70",10.9
4,25/11/2020 06:00,90.36,49.91,21.03,15.71,45.02,"1,473.50",2.01,2.21,22.8,78.5,0.2,0,136,"1,016.10",4.4
5,25/11/2020 05:00,91.05,48.26,30.29,32.22,79.53,"2,324.90",2.39,0.98,23.1,77.4,0.2,0,139,"1,015.70",4.4
6,25/11/2020 04:00,86.27,45.27,31.8,26.8,72.76,"2,013.30",1.42,0.9,23,76.9,0,0,258,"1,015.60",4
7,25/11/2020 03:00,89.76,43.95,30.6,24.18,67.54,"1,869.40",1.62,2.93,23.5,74.4,0.3,0,177,"1,015.80",4.4
8,25/11/2020 02:00,83.9,43.52,28.45,21.77,61.7,"1,548.20",2.58,3.96,23.7,73.3,0.2,0,142,"1,016.30",4.4
9,25/11/2020 01:00,87.86,48.64,30.17,23.75,66.45,"1,704.70",1.77,3.18,23.8,72,0.3,0,137,"1,016.60",4.5
10,25/11/2020 00:00,86.91,55.96,32.15,26.55,72.72,"2,454.80",0.47,2.55,23.8,72.2,0.3,0,156,"1,016.90",4.5
11,24/11/2020 23:00,85.58,51.2,33.79,31.2,81.46,"3,310.40",1.72,2.18,23.8,72.9,0.4,0,151,"1,016.90",4.5
12,24/11/2020 22:00,84.48,46.25,34.22,30.49,80.8,"3,072.60",1.76,2.54,23.5,73.8,0.5,0,136,"1,016.50",4
13,24/11/2020 21:00,80.81,49.17,34.06,32.49,83.7,"3,367.00",0.84,2.21,23.8,73.1,0.5,0,144,"1,016.30",3.9
14,24/11/2020 20:00,82.78,49.42,31.29,28.12,74.26,"3,585.20",1.28,3.12,24.2,71.5,0.8,0,134,"1,015.80",4.9
15,24/11/2020 19:00,88.3,48.7,34.54,33.08,85.1,"4,362.70",2.21,2.79,24.7,69.9,0.6,0,129,"1,015.10",5
16,24/11/2020 18:00,74.49,49.87,35.67,34.72,88.72,"4,567.20",1.43,2.28,27.4,68.9,0.7,0,162,"1,013.10",6.4
17,24/11/2020 17:00,80.74,50.78,33.55,31.91,82.31,"3,137.70",0.66,2.4,0,0,0,0,0,0,0
18,24/11/2020 16:00,94.14,49.53,33.89,31.45,81.92,"2,667.50",1.59,4.14,0,0,0,0,0,0,0
19,24/11/2020 15:00,89.27,48.49,36.83,37.78,94.56,"2,822.90",1.78,2.63,26.1,70.2,0.6,0,140,"1,015.20",156.9
20,24/11/2020 14:00,84.96,48.23,36.48,39.5,96.83,"2,751.40",0.77,3.27,27.6,63,0.5,0,129,"1,015.60",201
21,24/11/2020 13:00,83.39,49.75,32.76,32.13,81.86,"2,583.90",0.81,3.36,26.9,62.4,0.5,0,126,"1,015.90",276.3
22,24/11/2020 12:00,90.24,48.24,33.22,38.83,92.55,"2,597.30",1.63,2.67,26.8,62.5,0.5,0,126,"1,017.10",259
23,24/11/2020 11:00,84.48,42.55,40.34,54.2,130.23,"2,371.40",2.03,1.78,26.3,64.4,0.5,0,128,"1,018.00",248
24,24/11/2020 10:00,76.09,36.78,43.22,40.22,105.43,"2,192.30",1.34,2.46,25.7,66.5,0.6,0,110,"1,018.50",153
25,24/11/2020 09:00,69.89,38.19,43.43,65.34,132.45,"2,690.60",2,2.9,25.6,67.6,0.7,0,119,"1,018.40",211
26,24/11/2020 08:00,64.98,38.14,34.2,23.32,80.42,"1,904.00",1.4,1.54,24,73.2,0.8,0.01,108,"1,017.80",51
27,24/11/2020 07:00,59.86,38.04,37.43,20.43,89.43,"1,631.80",1.38,0.8,23.8,73.4,0.6,0,109,"1,017.10",10.3
28,24/11/2020 06:00,59.27,38.39,0,0,0,"1,292.00",1.63,1.73,23.8,73.9,0.5,0,109,"1,016.40",4
29,24/11/2020 05:00,66.18,34.19,70.34,30.63,116.54,"1,161.20",1.58,2.85,23.7,75.4,0.4,0,109,"1,016.00",4.2
30,24/11/2020 04:00,71.19,32.09,69.99,39.46,130.29,"1,199.80",1.17,4.33,0,0,0,0,0,0,0
31,24/11/2020 03:00,79.26,34.05,76.26,37.24,133.16,"1,957.00",1.23,2.4,0,0,0,0,0,0,0
32,24/11/2020 02:00,81.97,39.06,0,0,0,"1,700.10",1.71,3.32,0,0,0,0,0,0,0
33,24/11/2020 01:00,92.14,43.73,0,0,0,"1,950.70",1.44,3.77,24.9,74.5,0.4,0,149,"1,016.50",5
34,24/11/2020 00:00,92.1,44.73,74.34,27.63,116.54,"4,499.80",1.91,1.7,25.1,73.7,0.4,0,157,"1,016.70",5.4
35,23/11/2020 23:00,90.99,44.16,63.54,23.98,89.43,"5,237.20",2.3,1.56,25.2,73,0.5,0,153,"1,017.00",5.6
36,23/11/2020 22:00,82.12,39.35,60.54,21.24,84.54,"5,930.20",2.42,3.36,25.4,71.6,0.5,0,161,"1,017.10",5.3
37,23/11/2020 21:00,80.81,38.3,47.42,18.73,72.4,"5,966.20",2.37,3.96,25.5,70.8,0.5,0,150,"1,016.80",5.1
38,23/11/2020 20:00,78.3,38.94,37.55,16.82,61,"5,756.70",2.46,0.94,26,68.6,0.5,0.02,146,"1,016.20",4
39,23/11/2020 19:00,73.68,36.67,48.43,18.65,75.72,"5,160.60",2.67,1.02,26.4,67.6,0.6,0,133,"1,015.50",4.5
40,23/11/2020 18:00,71.21,36.93,40.25,12.1,75.45,"4,520.60",2.12,2.88,27.1,65.8,0.5,0,138,"1,014.70",6
41,23/11/2020 17:00,63.86,36.2,35.87,13.03,63.2,"2,757.10",1.75,2.4,28.1,61.6,0.6,0,121,"1,013.90",22.7
42,23/11/2020 16:00,65.37,35.16,35.21,21.5,78.53,"2,183.20",2,2.74,33.3,58.2,0.5,0,140,"1,002.60",120
43,23/11/2020 15:00,74.41,39.23,40.21,21.54,80.53,"1,732.50",1.96,2.92,35.4,50.3,0.6,0,140,"1,002.10",143.2
44,23/11/2020 14:00,75.37,42.16,43.23,40.54,112.34,"2,071.40",1.78,2.78,0,0,0,0,0,0,0
45,23/11/2020 13:00,74.86,40.74,45.34,54.65,105.65,"1,609.00",1.79,4.07,0,0,0,0,0,0,0
46,23/11/2020 12:00,75.84,34.97,26.94,5.87,43.25,"2,155.60",2.36,4.41,0,0,0.6,0,120,0,409.7
47,23/11/2020 11:00,67.53,39.96,31.5,6.11,43.6,"1,597.30",1.74,5.24,27.7,63,0.8,0,118,"1,017.50",343.9
48,23/11/2020 10:00,66.53,38.77,32.61,5.34,56.15,"1,613.10",0.47,3.04,27,67.5,0.6,0,112,"1,018.10",354.1
49,23/11/2020 09:00,95.74,43.22,40.07,7.51,54.8,"1,572.90",0.47,2.4,26,71.8,0.4,0,55,"1,016.70",221.6
50,23/11/2020 08:00,53.25,29.39,44.26,8.16,74.61,"1,486.90",1.43,1.75,25,77.1,0.4,0,25,"1,015.00",73.6
51,23/11/2020 07:00,46.69,17.84,41.76,55.2,142.57,"1,269.80",0.85,1.85,0,0,0,0,0,0,0
52,23/11/2020 06:00,49.52,17.2,45.02,54.16,137.73,863.1,0.21,3.16,0,0,0.3,0,110,0,3.7
53,23/11/2020 05:00,51.49,19.14,48.69,62.86,147.35,"1,161.30",0.9,2.25,24.5,79.8,0.3,0,117,"1,015.30",4.1
54,23/11/2020 04:00,58.44,24.61,47.77,78.01,171.42,"1,464.20",1.32,1.28,24.9,77.6,0.1,0,144,"1,015.20",4.1
55,23/11/2020 03:00,56.11,29.16,43.11,83.56,144.57,"1,385.90",0.6,1.73,25.1,76.4,0.1,0,172,"1,015.10",3.8
56,23/11/2020 02:00,59.36,31.47,44.61,70.27,162.77,"1,574.30",0.63,2.24,25,77.9,0.3,0,168,"1,015.30",3.8
57,23/11/2020 01:00,64.91,30.17,45.49,71.22,163.35,"1,492.40",1.55,2.28,25.2,76.7,0.4,0,150,"1,015.40",4.1
58,23/11/2020 00:00,66.02,32.47,47,72.47,133.74,"2,181.30",0.77,2.24,25.5,75.7,0.6,0,139,"1,016.10",4.3
59,22/11/2020 23:00,70.5,37.3,50.21,81.08,173.69,"2,835.80",0.32,2.05,25.5,76.2,0.5,0,155,"1,016.10",4.2
60,22/11/2020 22:00,69.31,32.41,51.6,84.28,177.19,"2,635.00",1.13,2.02,25.5,76,0.7,0,171,"1,015.60",3.7
61,22/11/2020 21:00,63.39,29.82,50.08,83.32,177.23,"2,864.10",1.47,1.68,25.8,75.1,0.8,0.01,173,"1,015.30",3.7
62,22/11/2020 20:00,64.66,34,50.95,88.15,183.74,"3,248.20",0.71,1.79,26.2,74.7,0.7,0,173,"1,014.70",4.5
63,22/11/2020 19:00,62.11,35.69,51.55,84.76,177.97,"3,662.60",0.9,2.06,26.6,73.9,0.7,0,147,"1,013.80",4.8
64,22/11/2020 18:00,59.9,34.18,48.99,89.8,188.22,"3,825.50",1.69,1.79,27.4,68.9,0.7,0,162,"1,013.10",5.8
65,22/11/2020 17:00,60.08,30.05,42.96,81.71,181.9,"3,129.30",1.18,3.06,18.8,84.7,1.1,0,332,"1,015.70",40
66,22/11/2020 16:00,55.27,30.83,44.31,70.46,163.36,"2,081.10",0.55,4.58,0,0,0,0,0,0,0
67,22/11/2020 15:00,69.53,39.23,49.78,70.68,158.22,"1,773.00",1.22,5.07,0,0,0,0,0,0,0
68,22/11/2020 14:00,88.45,40.17,48.62,72.07,161.51,"1,782.40",1.41,4.95,0,0,0,0,0,0,0
69,22/11/2020 13:00,84.26,43.58,54.36,83.46,173.18,"2,609.90",0.77,3.31,0,0,0.5,0,156,0,439
70,22/11/2020 12:00,84.21,45.22,19.38,6.6,42.94,"3,174.20",0.86,3.14,29,61.2,0.5,0,147,"1,014.90",521.8
71,22/11/2020 11:00,77.89,36.39,32.66,8.41,71.73,"2,404.80",1.49,2.72,28.2,65.5,0.5,0,133,"1,015.70",428.6
72,22/11/2020 10:00,75.36,30.95,35.85,9.58,65.74,"2,428.50",0.89,2.01,26.8,73.2,0.1,0,333,"1,016.10",121.6
73,22/11/2020 09:00,67.22,36.43,30.48,18.61,60.18,"3,250.70",0.29,1.3,26.1,75.2,0.2,0,130,"1,015.60",143.9
74,22/11/2020 08:00,78.2,42.48,28.83,13.02,53.86,"4,568.50",1.34,1.08,25.1,80.1,0.3,0.01,144,"1,014.80",106.8
75,22/11/2020 07:00,51.51,33.1,60.88,75.86,155.03,"1,412.30",0.99,1.28,24.4,82.1,0.4,0,112,"1,013.70",16
76,22/11/2020 06:00,55.46,29.6,51.73,79.82,175.52,"1,721.50",0.17,1.55,24.5,80.8,0.3,0,120,"1,012.80",5.3
77,22/11/2020 05:00,58.94,28.57,52.58,95.76,183.75,"1,721.10",0.51,1.46,24.4,80.8,0.4,0,145,"1,012.30",5.1
78,22/11/2020 04:00,50.7,21.83,50.32,95.2,181,"1,150.90",1.36,1.14,24.3,81.7,0.4,0,129,"1,012.10",4
79,22/11/2020 03:00,48.15,22.41,53.34,95.72,182.94,"1,052.80",0.61,0.71,24.2,81.6,0.3,0,136,"1,012.10",5
80,22/11/2020 02:00,49.71,21.86,53.17,90.88,175.7,"1,177.20",0.17,1.67,24.3,81.1,0.4,0,138,"1,012.10",5.4
81,22/11/2020 01:00,53.92,21.45,57.89,86.68,164.54,"1,059.90",0.99,1.71,24.4,80.8,0.6,0,122,"1,012.20",5.6
82,22/11/2020 00:00,56.41,21.47,66.22,91.55,173.67,"1,878.00",0.79,1.4,24.8,79.5,0.7,0,121,"1,012.60",5.3
83,21/11/2020 23:00,53.45,24.99,67.11,94.84,177.8,"2,319.60",0.09,1.92,25.1,77.9,0.8,0,122,"1,012.80",5.1
84,21/11/2020 22:00,57.7,29.85,59.63,98.59,181.01,"2,316.50",0.38,1.97,25.2,77.4,0.8,0,122,"1,012.60",5.4
85,21/11/2020 21:00,66.46,31.59,61.11,101.88,184.57,"2,439.30",1.03,1.61,25.6,75.6,0.9,0,120,"1,012.40",6.1
86,21/11/2020 20:00,70.02,35.81,43.64,23.89,85.1,"2,830.30",0.48,1.58,26.1,73.9,0.9,0,121,"1,011.70",3.9
87,21/11/2020 19:00,72.92,40.65,44.43,15.09,86.15,"3,393.40",0.35,1.81,26.7,70.8,0.9,0,123,"1,010.50",4.2
88,21/11/2020 18:00,77.67,34.84,28.29,12.22,43.19,"3,809.20",1.15,1.9,27.5,68.2,1,0,123,"1,009.70",5.2
89,21/11/2020 17:00,80.24,45.15,76.28,36.68,122.01,"3,348.60",0.83,2.36,28.6,61.6,0.7,0,135,"1,009.20",50.9
90,21/11/2020 16:00,76.83,44.91,76.49,23.08,111.59,"3,163.50",0.25,2.32,29.2,57.4,0.6,0.01,136,"1,009.00",134
91,21/11/2020 15:00,83.88,40.53,40.25,37.45,99.22,"2,630.00",0.61,2.69,29.5,56.5,0.6,0,123,"1,008.90",300
92,21/11/2020 14:00,101.31,52.78,45.87,30.19,113.06,"2,422.00",1.16,1.67,29.9,57.1,0.9,0,122,"1,009.40",360
93,21/11/2020 13:00,110.63,58.44,37.04,132.34,175.18,"3,130.20",0.57,1.26,29.7,57.3,0.7,0.01,148,"1,010.30",370
94,21/11/2020 12:00,61.53,36.73,27.52,5.74,49.9,"2,815.90",0.28,2.12,29.1,60.7,0.7,0,129,"1,011.40",281.6
95,21/11/2020 11:00,74.85,37.29,40.71,10.85,65.9,"3,485.40",1.02,1.95,27.9,66,0.5,0,153,"1,012.10",283.2
96,21/11/2020 10:00,120.05,42.78,45.89,15.02,72.51,"3,119.50",0.97,1.44,27,71.1,0.2,0,132,"1,012.30",267.8
97,21/11/2020 09:00,110.29,40.16,46.49,18.87,86.82,"4,953.00",0.29,0.97,25.8,76.7,0.5,0,162,"1,011.90",179.6
98,21/11/2020 08:00,85.63,35.53,53.54,25.61,90.62,"6,537.00",0.77,0.34,25,80.2,0.3,0,151,"1,011.20",83.3
99,21/11/2020 07:00,63.43,30.92,35.98,25.81,83.21,"4,442.50",1.22,0.14,24.6,81.2,0.4,0,144,"1,010.50",20.4
100,21/11/2020 06:00,59.48,28.1,27.35,19.35,66.12,"2,561.00",0.11,0.17,24.3,82.9,0.3,0,126,"1,009.80",5
101,21/11/2020 05:00,59.65,27.94,26.78,12.64,54.42,"1,616.90",0.01,0.5,24.1,83.2,0.3,0,128,"1,009.20",4.4
102,21/11/2020 04:00,52.94,27.56,32.53,27.67,75.2,"1,195.20",0.63,0.34,24.1,82.5,0.2,0,141,"1,008.90",4.2
103,21/11/2020 03:00,56.94,28.35,33.65,19.18,67.83,"1,073.40",0.46,0.22,24.3,81.7,0.4,0,127,"1,009.10",3.7
104,21/11/2020 02:00,65.25,31.8,25.63,17.63,58.26,996.6,0.32,0.68,24.3,82.3,0.6,0,126,"1,009.70",3.9
105,21/11/2020 01:00,69.47,33.09,38.95,16.53,70.48,"1,181.20",0.16,0.47,24.4,81.6,0.7,0,132,"1,010.30",4.1
106,21/11/2020 00:00,70.8,35.47,27.65,37.45,80.1,190,2.54,0.31,24.7,80.3,0.8,0,129,"1,010.40",4.1
107,20/11/2020 23:00,68.93,41.55,30.01,22.93,67.94,975.5,2.16,0.89,24.8,79.2,0.9,0,123,"1,010.50",4.2
108,20/11/2020 22:00,80.75,41.69,37.85,40.31,93.16,"2,259.70",2.02,0.98,25.1,78.2,0.9,0,118,"1,010.40",4.2
109,20/11/2020 21:00,90.89,44,32.45,45.97,98.34,"2,666.20",1.74,0.39,25.5,76.4,0.9,0,125,"1,010.10",3.8
110,20/11/2020 20:00,92.46,42.06,34.63,71.03,129.5,"2,941.40",1.21,0.64,26.2,72.7,0.9,0,115,"1,009.40",5.2
111,20/11/2020 19:00,80.14,40.84,55.82,103.15,177.97,"4,652.80",2.43,0.38,26.9,67.5,0.6,0,131,"1,008.80",5.2
112,20/11/2020 18:00,76.02,37.13,40.08,128.9,172.47,"5,239.60",2.7,0.93,27.7,63.7,0.4,0,143,"1,008.30",7.5
113,20/11/2020 17:00,92.74,28.87,32.78,10.66,50.18,"3,904.50",2.21,1.8,28.7,58.7,0.5,0,154,"1,008.00",55.3
114,20/11/2020 16:00,91.13,32.3,20.16,16,44.09,"3,006.60",2.58,2.09,29.4,55.7,0.7,0.04,168,"1,007.90",187.4
115,20/11/2020 15:00,68.15,35.01,23.01,16.73,46.73,"2,489.20",0.43,6.65,29.1,57.5,0.6,0.03,153,"1,008.20",376.2
116,20/11/2020 14:00,76.65,40.09,30.09,22.1,60.86,"2,346.10",2.25,3.04,28.7,59.5,0.5,0,140,"1,008.80",415.8
117,20/11/2020 13:00,81.68,45.03,24.38,12.07,65.35,"2,482.50",7.56,6.65,28.5,59.6,0.6,0,162,"1,009.90",389.7
118,20/11/2020 12:00,137.43,44.07,30.54,18.54,89.2,"3,039.20",1.59,6.67,27.5,65.8,0.4,0,144,"1,011.00",352.4
119,20/11/2020 11:00,104.25,49.78,36.12,18.43,67.42,"3,253.70",1.31,3.06,26.5,71.1,0.4,0,131,"1,011.90",248.5
120,20/11/2020 10:00,123.74,47,35.43,19.65,78.31,"3,612.70",3.66,1.33,25.9,73.5,0.4,0,137,"1,012.30",167.2
121,20/11/2020 09:00,113.54,45.17,67.98,29.43,101.32,"4,224.20",2.32,2.48,25.1,78.1,0.4,0,134,"1,012.10",118.2
122,20/11/2020 08:00,94.4,43.94,0,0,0,"5,648.40",0.98,2.8,24.4,81.3,0.4,0,128,"1,011.60",32.9
123,20/11/2020 07:00,105.88,53.76,81.47,93.88,224.93,"4,623.70",2.14,1.2,24.2,82,0.2,0,148,"1,011.00",9.7
124,20/11/2020 06:00,97.16,46.84,65.99,50.37,136.02,"2,258.50",3.76,0.01,23.9,83,0.3,0,145,"1,010.30",5
125,20/11/2020 05:00,77.5,30.76,60.25,50.26,128.5,"1,376.20",0.2,1.24,23.8,82.4,0.2,0,142,"1,010.00",4.2
126,20/11/2020 04:00,75.31,34.97,78.29,55.52,163.12,"1,354.30",0.79,0.2,23.7,82,0.3,0,167,"1,009.70",4.2
127,20/11/2020 03:00,80.96,35.01,75.35,54.87,153.2,"1,080.40",3.2,0.66,23.7,82.3,0.4,0,126,"1,009.50",4.1
128,20/11/2020 02:00,81.46,38.24,70.1,59,148.9,"1,908.40",1.64,0.76,23.6,82.1,0.3,0,146,"1,009.50",4.1
129,20/11/2020 01:00,89.64,43.78,77.61,66.24,159.83,"1,615.80",0.48,1.84,23.7,80.9,0.1,0,138,"1,009.40",3.3
130,20/11/2020 00:00,89.84,44.7,83,68.05,186.98,"2,619.50",3.23,0.75,24.2,78.6,0.4,0,142,"1,009.50",3.2
131,19/11/2020 23:00,86.12,43.19,78.33,70.56,177.87,"3,104.60",5.38,0.08,24.9,74.9,0.4,0,140,"1,009.70",3.4
132,19/11/2020 22:00,101.82,49.57,80.98,63.31,170.27,"2,982.40",1.09,0.81,25.4,72.4,0.4,0,121,"1,009.40",3.8
133,19/11/2020 21:00,116.9,58.03,84.86,61.16,178.31,"4,190.30",2.28,0.27,25.8,72.2,0.4,0,135,"1,009.30",3.9
134,19/11/2020 20:00,108.6,50.97,70.42,37.41,129.4,"4,346.30",5.64,0.45,26,71.7,0.4,0,140,"1,008.80",5
135,19/11/2020 19:00,102.76,52.92,72.3,45.94,165.43,"4,634.90",3.65,2.66,25.7,72.5,0.3,0,134,"1,007.90",5.1
136,19/11/2020 18:00,97.93,50.78,78.54,42.12,132.54,"5,843.00",2.03,4.14,26.4,68.6,0.2,0,140,"1,007.30",7.3
137,19/11/2020 17:00,94.96,48.23,90.57,55.9,175.99,"3,764.20",3.76,3.1,27.6,63.6,0.4,0,142,"1,007.20",53.4
138,19/11/2020 16:00,96.79,40.05,43.54,21.54,82.43,"2,648.90",8.67,0.84,28.5,58.9,0.5,0,155,"1,007.10",178.4
139,19/11/2020 15:00,118.6,44.38,53.67,36.98,102.65,"2,753.00",1.72,7.02,28.7,57.7,0.6,0,162,"1,007.40",302.3
140,19/11/2020 14:00,80.04,48.04,76.19,26.19,116.2,"2,549.70",1.87,2.8,28.2,62.3,0.5,0,129,"1,008.20",537.5
141,19/11/2020 13:00,146.78,61.78,44.98,25.54,81.53,"2,708.70",4.49,2.37,27.2,67.6,0.4,0,134,"1,009.30",352.2
142,19/11/2020 12:00,143.44,61.15,65.34,45.34,196.34,"2,991.50",2.94,3.7,25.6,74.7,0.4,0.02,130,"1,010.40",200
143,19/11/2020 11:00,152.59,60.11,0,0,0,"3,460.30",1.66,7.05,25.1,76.7,0.3,0.03,126,"1,011.30",70
144,19/11/2020 10:00,152.89,53.4,85.26,60.59,177.82,"3,684.90",3.34,1.3,25.1,76.7,0.2,0,123,"1,011.80",40.3
145,19/11/2020 09:00,138.67,44.83,59.32,34.23,184.23,"3,621.20",4.77,0.12,24.5,79.2,0.1,0,178,"1,011.60",34
146,19/11/2020 08:00,115.31,38.08,65.43,25.43,184.53,"5,398.80",1.3,6.59,23.8,82.8,0.2,0,149,"1,011.10",30
147,19/11/2020 07:00,77.18,42.85,74.98,45.54,151.53,"6,071.20",2.59,0.12,23.5,84.1,0.2,0,171,"1,010.40",6.1
148,19/11/2020 06:00,77.91,39.9,0,0,0,"2,492.20",4.12,0.78,23.2,84.8,0.1,0,132,"1,009.70",3.9
149,19/11/2020 05:00,72.07,30.59,0,0,0,"1,296.80",1.4,9.94,22.9,84.4,0,0,303,"1,009.40",3.8
150,19/11/2020 04:00,75.15,28.8,69.99,39.46,130.29,"1,272.30",1.54,1.11,23.3,83.4,0.1,0,134,"1,009.40",3
151,19/11/2020 03:00,76.13,31.26,76.26,37.24,133.16,"1,277.90",2.94,1.09,23.6,82.3,0.3,0,132,"1,009.50",3.7
152,19/11/2020 02:00,74.93,30.99,0,0,0,"1,279.40",4.47,1.13,23.7,81.9,0.3,0,135,"1,009.70",4
153,19/11/2020 01:00,79.96,38.92,0,0,0,"1,364.60",0.35,1.27,23.9,81,0.4,0,136,"1,010.00",4.2
154,19/11/2020 00:00,91.75,41.5,74.34,27.63,116.54,"1,888.70",3.05,0.72,24.1,80,0.8,0,128,"1,010.20",3.9
155,18/11/2020 23:00,95.4,38.08,63.54,23.98,89.43,"2,220.70",5.86,2.81,24.4,78.5,0.8,0,118,"1,010.30",3.8
156,18/11/2020 22:00,93.29,44.12,60.54,21.24,84.54,"2,713.40",3.24,3.26,24.9,75.3,0.7,0,124,"1,010.10",4
157,18/11/2020 21:00,109.16,51.24,47.42,18.73,72.4,"3,081.80",2.61,3.16,25.4,72.6,0.7,0,121,"1,009.70",4.5
158,18/11/2020 20:00,79.46,38.95,86.84,51.69,165.81,"4,098.80",4.86,0.42,26,69.3,0.5,0,129,"1,009.30",5.2
159,18/11/2020 19:00,92.95,34.41,37.13,14.23,67.24,"4,756.70",8.04,4.07,26.7,66.9,0.6,0,140,"1,008.80",5.4
160,18/11/2020 18:00,63.65,30.96,36.32,14.31,63.43,"4,543.80",2.12,6.47,27.3,65.4,0.6,0,126,"1,008.40",7.5
161,18/11/2020 17:00,92.7,49.17,87.34,42.74,152.64,"3,564.80",3.46,2.2,28.3,61.2,0.6,0,126,"1,007.90",45
162,18/11/2020 16:00,89.25,47.83,46.32,23.53,109.51,"2,474.10",7.51,1,28.9,59.6,0.6,0,123,"1,007.90",161
163,18/11/2020 15:00,97.85,49.52,50.98,23.09,165.83,"2,483.20",4.36,5.2,29.2,58.1,0.5,0,139,"1,008.20",186
164,18/11/2020 14:00,106.48,51.93,43.23,19.56,112.4,"2,481.20",2.39,2.73,28.6,59.6,0.4,0,123,"1,008.80",350.9
165,18/11/2020 13:00,102.79,51.79,45.35,23.45,124.23,"3,019.30",4.71,1.26,28.2,62.1,0.3,0,147,"1,009.90",490
166,18/11/2020 12:00,95.03,49.51,32.43,16.54,69.87,"2,661.20",6.86,9.62,28,62.5,0.6,0,153,"1,010.90",351.8
167,18/11/2020 11:00,93.64,46.83,76.97,29.64,113.65,"2,783.10",1.78,21.87,27.7,63.5,0.7,0,162,"1,011.90",456.3
168,18/11/2020 10:00,99.21,44.12,77.21,43.33,143.43,"2,749.40",3.05,10.71,26.8,68.7,0.7,0,131,"1,012.30",364.5
169,18/11/2020 09:00,86.46,40.61,40.45,18.98,74.54,"3,166.80",5.59,10.38,25.7,73.9,0.7,0,121,"1,011.90",269.5
170,18/11/2020 08:00,87.41,64.7,39.54,19.54,78.43,"3,645.40",2.28,8.82,24.5,78.9,0.8,0,124,"1,011.20",58.7
171,18/11/2020 07:00,112.13,62.94,73.24,36.48,128.97,"3,141.20",2.76,0.28,23.6,82.3,0.7,0,126,"1,010.70",16.9
172,18/11/2020 06:00,97.2,57.61,78.36,36.15,133.59,"2,294.10",3.99,1.07,23.4,82.9,0.6,0,131,"1,010.00",4.7
173,18/11/2020 05:00,89.55,46.09,0,0,0,"1,119.40",3.79,0.06,23.1,83.4,0.7,0,117,"1,009.70",4.4
174,18/11/2020 04:00,67.1,33.79,0,0,0,"1,136.80",1.52,1.26,23.2,83.2,0.6,0,118,"1,009.70",4.4
175,18/11/2020 03:00,71.1,38,75.01,28.9,119.16,"1,331.90",2.83,0.68,23.3,83,0.6,0,129,"1,009.80",4.3
176,18/11/2020 02:00,67.86,34.05,0,0,0,"1,193.10",5.43,0.2,23.3,83.2,0.5,0,124,"1,010.10",4.2
177,18/11/2020 01:00,76.26,36.21,0,0,0,"1,483.60",2.11,0.77,23.6,82.6,0.6,0,124,"1,010.50",4.2
178,18/11/2020 00:00,86.7,43.62,61.42,16.4,86.47,"1,828.50",2.23,0.63,23.8,82.1,0.7,0,123,"1,010.60",4.1
179,17/11/2020 23:00,90.15,47.96,55.67,15.43,88.9,"2,280.30",4.13,1.29,24.1,81.5,0.9,0,119,"1,010.90",4.2
180,17/11/2020 22:00,93.3,50.3,50.33,10.98,90.03,"2,609.00",4.69,1,24.4,81.4,1,0,119,"1,010.90",4.4
181,17/11/2020 21:00,104.92,55.39,45.32,12.34,85.32,"3,085.40",1.63,2.71,24.7,81.5,1,0,125,"1,010.90",4.5
182,17/11/2020 20:00,107.85,53.05,75.89,32.69,125.83,"4,070.00",3.13,1.76,24.9,80.3,0.8,0,125,"1,010.40",4.1
183,17/11/2020 19:00,95.73,45.9,57.36,26.91,111.04,"4,693.40",6.63,0.26,25.7,74.9,0.6,0,126,"1,009.90",4
184,17/11/2020 18:00,85.19,46.57,68.03,30.1,111.04,"4,602.30",2.66,1.18,26.1,72,0.5,0,122,"1,009.50",5.8
185,17/11/2020 17:00,79.88,54.32,69.02,17.21,95.3,"3,423.20",2.57,11.58,26.8,69.3,0.5,0,118,"1,009.30",41.8
186,17/11/2020 16:00,76.11,57.82,48.53,21.43,89.54,"2,805.10",4.59,2.8,27.8,64.9,0.6,0,137,"1,009.30",217.2
187,17/11/2020 15:00,115.51,63.97,38.43,18.76,78.43,"2,498.10",5.51,10.99,27.2,68.5,0.7,0,126,"1,009.60",368.4
188,17/11/2020 14:00,124.39,65.89,45.76,20.54,90.65,"2,771.60",1.51,11.63,26.1,72.6,1,0.03,116,"1,010.60",325.7
189,17/11/2020 13:00,110.93,68.88,65.25,20.23,96.15,"3,346.90",2.89,2.66,26.1,72.6,0.8,0,127,"1,011.60",207.3
190,17/11/2020 12:00,99.12,65.51,47.93,26.88,93.03,"3,073.60",4.94,1.07,25.9,72.6,0.8,0,131,"1,012.60",380.7
